번호,대화A,대화B,,,,,,,,,,,,,,,
7375,가: 저 창문 좀 닫자. 갑자기 참새들이 왜 저렇게 짖는 거지?,나: 공부할 때 방해가 되기는 하네.,,,,,,,,,,,,,,,
7376,가: 녀석이 도대체 뭐라고 짖고 다녔기에 그런 소문이 다 났나?,나: 너에 대해 안 좋은 말만 하고 다니나 봐.,,,,,,,,,,,,,,,
7377,가: 어디 가세요?,"나: 네, 소에게 먹일 풀을 베러 가는 길이에요.",,,,,,,,,,,,,,,
7378,가: 대도시는 공기가 너무 안 좋은 것 같아.,나: 그래도 요즘에는 가로수를 많이 심어서 공기가 많이 좋아진 것 같아.,,,,,,,,,,,,,,,
7379,가: 고슴도치는 어떻게 자신을 보호합니까?,나: 등에 돋친 뾰족한 가시로 몸을 보호합니다.,,,,,,,,,,,,,,,
7380,가: 고등어구이 먹고 싶다. 넌 고등어 좋아해?,나: 특별히 싫지는 않은데 가시가 너무 많아서 먹기 귀찮아.,,,,,,,,,,,,,,,
7381,"가: 너, 아까부터 느꼈는데 말에 가시가 있는 것 같다?",나: 아니야. 내가 빈정대기라도 한 것 같아?,,,,,,,,,,,,,,,
7382,가: 난 장미가 꽃 중에서 제일 좋아.,나: 장미는 예쁘지만 가시가 있어서 위험해 보여.,,,,,,,,,,,,,,,
7383,가: 요즘 가축 전염병이 유행이라네요.,"나: 김 씨네 농장에서는 전염병 때문에 소, 돼지가 거의 다 죽었대요.",,,,,,,,,,,,,,,
7384,가: 가을이 되니 갈대에 꽃이 핀다.,"나: 응, 꽃이 꼭 솜털 같아.",,,,,,,,,,,,,,,
7385,가: 방학 때 아이들을 시골에 데리고 가는 게 어때요?,나: 곤충도 직접 잡아 볼 수 있도록 어머님 댁에 데려갑시다.,,,,,,,,,,,,,,,
7386,"가: 지수야, 저기 기린 좀 봐.","나: 와, 목이 정말 기네요.",,,,,,,,,,,,,,,
7387,가: 세상에 이런 동물이 있을까요?,나: 기린은 상상의 동물이기 때문에 실제로 존재하진 않지.,,,,,,,,,,,,,,,
7388,가: 이거 삶은 달걀이에요?,나: 응. 껍데기만 까서 바로 먹으면 돼.,,,,,,,,,,,,,,,
7389,"가: 엄마, 이불에 음료수를 흘려서 빨아야 해요.",나: 그럼 이불 껍데기를 벗겨서 이리로 가져오렴.,,,,,,,,,,,,,,,
7390,가: 어떻게 이 많은 인파를 뚫고 지나가지?,나: 몸을 꿈틀거리면서 비집고 들어가 보자.,,,,,,,,,,,,,,,
7391,가: 너는 아직도 슬럼프에 빠져서 대회 출전 준비는 안 하고 있는거니?,나: 열심히 노력해도 성적이 나쁘니 패배감이 자꾸 꿈틀거려서 운동을 하고 싶지 않아요.,,,,,,,,,,,,,,,
7392,가: 아직도 사막에는 유목민이 살고 있다며?,나: 응. 낙타에 짐을 싣고 살 곳을 옮겨 다니는 사람들이지.,,,,,,,,,,,,,,,
7393,가: 언제부터 비행기 조종사를 꿈꾸셨나요?,나: 어린 시절 공항 근처에 살았는데 비행기가 날아오르는 모습이 참 멋졌어요.,,,,,,,,,,,,,,,
7394,"가: 엄마, 개처럼 생긴 저 동물의 이름이 뭐예요?",나: 저 동물은 늑대라고 한단다.,,,,,,,,,,,,,,,
7395,"가: 엄마, 민준 씨는 정말 친절한 사람 같아요.",나: 그래도 남자는 언제 늑대로 변할지 모르니까 너무 늦게까지 함께 있지 마.,,,,,,,,,,,,,,,
7396,가: 대나무는 관악기로 쓰기에 적합한 것 같아요.,나: 맞아요. 가볍고 속이 비었지만 단단하거든요.,,,,,,,,,,,,,,,
7397,가: 언제 어떤 독사한테 물리신 겁니까?,나: 뱀 종류는 모르겠지만 바로 병원에 왔으니 독은 많이 안 퍼졌을 거에요.,,,,,,,,,,,,,,,
7398,가: 유민이는 왜 울고 있어?,나: 여드름이 많고 눈이 튀어나왔다고 애들이 두꺼비라고 놀렸대.,,,,,,,,,,,,,,,
7399,가: 이제 선선한 바람이 부는구나.,나: 정말 오곡이 무르익는 가을이다.,,,,,,,,,,,,,,,
7400,가: 등산은 재미있었어?,나: 응. 무르익은 봄을 만끽하고 왔지.,,,,,,,,,,,,,,,
7401,가: 왜 또 이사를 하려는 거야? 이사한지 육 개월도 안 지났잖아.,나: 집에 바퀴벌레가 너무 많아. 징그러워서 도저히 살 수가 없어.,,,,,,,,,,,,,,,
7402,가: 발효 식품은 맛과 향이 너무 강하고 독특해.,나: 그래서 청국장이나 치즈를 싫어하는 사람도 있잖아.,,,,,,,,,,,,,,,
7403,가: 이번 봄에 서울에 다녀오려고 해.,나: 그럼 한강을 구경해 봐. 강변의 벚꽃이 아름답거든.,,,,,,,,,,,,,,,
7404,가: 집에 웬 병아리가 있어?,나: 지수가 학교 앞 병아리 장수한테서 사 왔대요.,,,,,,,,,,,,,,,
7405,가: 저 사람은 못 보던 배우 같은데? 연기가 좀 별로다.,나: 아직 병아리 배우라 그렇겠지.,,,,,,,,,,,,,,,
7406,"가: 어머니, 저 염소는 수컷인가요, 암컷인가요?","나: 응, 뿔이 아주 큰 것으로 보아 숫염소이구나. 숫염소의 뿔은 암염소의 뿔보다 크고 길단다.",,,,,,,,,,,,,,,
7407,"가: 엄마, 녹용이 뭐예요?",나: 사슴의 뿔을 한약 재료로 쓰는데 그걸 녹용이라고 불러.,,,,,,,,,,,,,,,
7408,가: 드디어 토마토를 심은 화분에 새싹이 났어요.,"나: 아, 진짜 연두색 싹이 보이네요.",,,,,,,,,,,,,,,
7409,가: 자라나는 새싹들에게 꿈을 심어 줘야지. 왜 자꾸 잔소리만 해?,나: 나 별말 안 했어.,,,,,,,,,,,,,,,
7410,가: 언제쯤 이 싹이 자라서 꽃을 피울까?,나: 제때 물을 주고 잘 가꾸면 금방 예쁜 꽃이 필 거야.,,,,,,,,,,,,,,,
7411,가: 일 년 전 큰 지진으로 이곳에 살던 많은 사람들이 가족과 집을 잃었었죠.,"나: 네, 하지만 많은 분들의 도움으로 이곳에서도 희망의 싹이 자라고 있습니다.",,,,,,,,,,,,,,,
7412,가: 이 사업이 정말 싹이 보인다고 생각해요?,"나: 네, 저는 크게 성공할 가능성이 있다고 생각합니다.",,,,,,,,,,,,,,,
7413,가: 너는 승규를 못 믿더라.,"나: 응, 승규가 나에게 한 번 거짓말을 한 뒤부터는 불신이 싹터 어떤 말도 믿을 수가 없어.",,,,,,,,,,,,,,,
7414,가: 강아지 암컷으로 살까? 수컷으로 살까?,나: 나중에 크면 새끼를 칠 수 있으니까 암컷으로 사자.,,,,,,,,,,,,,,,
7415,가: 너는 강아지를 좋아하면서 왜 애완견을 안 키워?,나: 부모님이 집 안에 개털이 날린다고 반대하셔.,,,,,,,,,,,,,,,
7416,가: 저 뒷산에는 산짐승들이 여럿 있어요.,나: 그렇군요. 안 그래도 오는 길에 여우 울음 소리가 들리던데요.,,,,,,,,,,,,,,,
7417,가: 네가 보기에 지수는 어떤 아이인 것 같아?,"나: 음, 남자들을 이용하는 걸 보면 어느 정도 여우 같은 면이 있는 것 같아.",,,,,,,,,,,,,,,
7418,가: 저건 꼭 송아지같이 생겼는데 무슨 동물이지?,나: 머리에 뿔이 난 걸 보니 염소인 것 같은데.,,,,,,,,,,,,,,,
7419,"가: 할머니, 잡초를 왜 없애시는 거예요?",나: 잡초가 많으면 식물들이 잘 자라지 못하기 때문이란다.,,,,,,,,,,,,,,,
7420,가: 아침부터 마당에서 제비가 우네요.,나: 오늘 반가운 손님이 오시려나 보구나.,,,,,,,,,,,,,,,
7421,가: 새들이 벼 이삭을 쫘 버릴까 봐 걱정이야.,나: 그래? 그럼 얼른 허수아비를 논에 세워야겠다.,,,,,,,,,,,,,,,
7422,가: 힘들게 지은 농사인데 참새들이 벼를 다 쪼아 먹어서 속상해.,나: 논에 허수아비를 세워보는 건 어때?,,,,,,,,,,,,,,,
7423,가: 제비는 왜 겨울에는 우리나라에 없는 거지?,나: 철새라서 추워지면 남쪽으로 날아가거든.,,,,,,,,,,,,,,,
7424,가: 김 의원은 철새 같아. 도대체 당을 몇 번이나 바꾼 거야?,나: 맞아. 그는 자기 신념보다는 때마다의 이익을 따라서 당을 바꾸지.,,,,,,,,,,,,,,,
7425,가: 저기 펭귄이 있다.,나: 생선을 든 조련사 뒤를 졸졸 따라다니고 있네.,,,,,,,,,,,,,,,
7426,가: 거실에 화초를 들여 놓으니 어때?,나: 집안의 분위기가 한결 화사해진 것 같아요.,,,,,,,,,,,,,,,
7427,가: 저기 저 사람 승규랑 많이 닮지 않았니?,"나: 에이, 가까이에서 보니까 하나도 안 닮았다.",,,,,,,,,,,,,,,
7428,가: 물고기는 몇 마리나 낚았습니까?,나: 두 시간 가까이를 앉아 있었지만 한 마리도 못 낚았습니다.,,,,,,,,,,,,,,,
7429,가: 너 아직 회사지? 나 좀 늦을 것 같아.,나: 그럼 회사 가까이 와서 다시 연락 줘. 그때 내가 나갈게.,,,,,,,,,,,,,,,
7430,가: 손님들이 얼마나 온 것 같나?,나: 좌석이 거의 다 찬 것을 보니 이백 명 가까이 온 것 같습니다.,,,,,,,,,,,,,,,
7431,가: 유민이가 우리들 욕을 하고 다닌다면서?,나: 그러게 처음부터 그런 애랑 가까이 지내는 것이 아니었어.,,,,,,,,,,,,,,,
7432,가: 너무 가깝게 앉으면 움직이기 불편하잖아.,나: 그럼 내가 조금 떨어져서 앉을게.,,,,,,,,,,,,,,,
7433,가: 내 결혼식 때 축가를 부탁할 사람이 마땅치가 않네.,나: 내 가까운 친구 중에 가수가 있는데 걔한테 한번 부탁해 볼까?,,,,,,,,,,,,,,,
7434,가: 열흘이 가깝도록 지수한테 아무런 소식이 없어.,나: 혹시 지수한테 무슨 일이 생긴 게 아닐까?,,,,,,,,,,,,,,,
7435,가: 밀린 방값은 대체 언제 줄 건가?,나: 가까운 시일 내에 돈을 마련해서 드릴게요.,,,,,,,,,,,,,,,
7436,가: 방금 전에 네 고모라는 분한테서 전화가 왔었어.,나: 이상하다. 내 가까운 친척이라고는 삼촌뿐인데.,,,,,,,,,,,,,,,
7437,가: 아무리 맛있는 음식도 가끔 먹어야 맛있지. 매일 먹으면 질리기 마련이야.,나: 맞아. 나도 고기는 좋아하는데 매일은 못 먹겠더라.,,,,,,,,,,,,,,,
7438,가: 줄이 이렇게 가는데 우리 몸무게를 이겨낼 수 있을까?,나: 그렇게 불안하면 줄을 두 겹으로 묶자.,,,,,,,,,,,,,,,
7439,가: 지금 아이 상태는 어떻습니까?,나: 피곤했는지 가끔씩 가늘게 코도 골고 아주 잘 자고 있습니다.,,,,,,,,,,,,,,,
7440,가: 빛이 너무 가늘어서 글씨가 잘 안 보여.,나: 스위치를 오른쪽으로 더 돌리면 더 밝아질 거야.,,,,,,,,,,,,,,,
7441,가: 그릇 뚜껑이 잘 안 닫히네요.,나: 반찬을 이렇게 가득 담으니까 뚜껑이 안 닫히지.,,,,,,,,,,,,,,,
7442,가: 이 책들은 왜 바닥에 쌓아 놨니?,나: 책장이 책으로 가득 차서 꽂을 데가 없어요.,,,,,,,,,,,,,,,
7443,가: 집이 남향이라 해가 잘 들겠어요.,나: 네. 하루 종일 거실이 햇빛으로 가득 차요.,,,,,,,,,,,,,,,
7444,가: 여자 친구가 제 생일에 직접 목도리를 떠서 줬어요.,나: 정성이 가득 담긴 선물이네요.,,,,,,,,,,,,,,,
7445,가: 어제는 제가 말이 조금 심했던 것 같습니다. 죄송합니다.,"나: 그래, 괜찮네. 살다 보면 가벼운 실수 한 번쯤은 할 수 있지.",,,,,,,,,,,,,,,
7446,가: 어제 만난 사람은 어땠니?,나: 너무 가벼워 보여서 별로 마음에 들지 않아.,,,,,,,,,,,,,,,
7447,가: 오늘 저녁에 가볍게 한잔 마시는 것 어때요?,나: 마침 술 한잔 생각났었는데 좋지.,,,,,,,,,,,,,,,
7448,가: 오늘 또 부장님께 혼났어.,"나: 에이, 가볍게 듣고 그냥 넘겨 버리세요.",,,,,,,,,,,,,,,
7449,가: 그 계약이 그렇게 중요한가요?,나: 회사 전체 이익과 관련되어 있으니 그리 가볍게 보아 넘길 문제는 아니야.,,,,,,,,,,,,,,,
7450,"가: 승규야, 이 짐 좀 들어 줄래?",나: 물론 이 정도쯤이야 가볍게 들어 줄 수 있지.,,,,,,,,,,,,,,,
7451,가: 늦었으니 가볍게 대충 차려 입고 얼른 가자고.,나: 어른들 뵙는 자리인데 가볍게 하고 나갈 수 있나요.,,,,,,,,,,,,,,,
7452,가: 어쨌든 모든 일은 끝났으니 일단은 쉬게나.,나: 저 때문에 일을 망쳤다고 생각하니 마음이 가볍지만은 않네요.,,,,,,,,,,,,,,,
7453,가: 같이 쓰는 물건은 책상 가운데에 놓고 쓰자.,나: 내가 너무 내 쪽으로 놔뒀나?,,,,,,,,,,,,,,,
7454,가: 우체국은 어디에 있나요?,나: 꽃 가게와 은행 가운데에 있어요.,,,,,,,,,,,,,,,
7455,가: 여러분 가운데 누가 다음 시간에 발표를 할 건가요?,나: 제가 하겠습니다.,,,,,,,,,,,,,,,
7456,가: 애국가가 울려 퍼지는 가운데 선수들이 입장하고 있습니다.,나: 바쁘신 가운데 이렇게 찾아 주셔서 감사합니다.,,,,,,,,,,,,,,,
7457,가: 요즘은 아침저녁으로 서늘한 바람이 부네.,나: 팔월도 다 지나갔으니 곧 가을이 오려나 봐.,,,,,,,,,,,,,,,
7458,가: 여행 중에 가장 인상 깊었던 일은요?,나: 여러 일이 있었지만 산에서 길을 잃었던 기억은 지금도 잊을 수 없습니다.,,,,,,,,,,,,,,,
7459,가: 무지개가 몇 가지 색인지에 대한 답은 나라에 따라 다르대.,"나: 무지개 색은 빨강, 주황, 노랑, 초록, 파랑, 남색, 보라, 이렇게 일곱 가지 아니야?",,,,,,,,,,,,,,,
7460,가: 여기 있던 갈색 가죽 지갑 못 봤어요?,나: 방금 어떤 사람이 가져갔어요.,,,,,,,,,,,,,,,
7461,"가: 여보, 옷 따뜻하게 입어요. 오늘도 바람이 강하게 분대요.",나: 오늘도 어제처럼 바람이 세게 분다고? 옷을 단단히 입어야겠군.,,,,,,,,,,,,,,,
7462,"가: 와, 노트북 새로 샀어? 무척 작고 귀엽다.",나: 응. 작지만 강해. 속도도 빠르고 기능도 좋아.,,,,,,,,,,,,,,,
7463,가: 유민이가 이번 위기를 잘 극복할 수 있을까?,나: 유민이는 강한 사람이야. 잘 해낼 거야.,,,,,,,,,,,,,,,
7464,가: 승규는 연습 때에는 못하는 것 같은데 진짜 경기에서는 제일 잘해.,나: 걔가 실전에 강하잖아.,,,,,,,,,,,,,,,
7465,가: 오늘은 무엇으로 드시겠어요?,나: 어제랑 같은 것으로 할게요.,,,,,,,,,,,,,,,
7466,"가: 유민아, 결혼 축하한다. 요즘 기분이 어떠니?","나: 응, 너무 행복해서 마치 꿈을 꾸는 것 같아.",,,,,,,,,,,,,,,
7467,가: 넌 어떤 음식을 좋아하니?,나: 불고기나 비빔밥 같은 한식을 좋아해.,,,,,,,,,,,,,,,
7468,가: 회사를 옮기고 싶어. 너 같으면 어떻게 하겠니?,나: 내가 너라면 몇 년 더 참아 볼 거야.,,,,,,,,,,,,,,,
7469,가: 김 선생님 참 훌륭하시지?,"나: 응, 정말 선생님 같은 선생님이셔.",,,,,,,,,,,,,,,
7470,가: 아이는 앞으로 몇 명 낳고 싶어요?,나: 제 생각 같아서는 다섯 명 이상 낳고 싶은데 아내는 둘만 낳자고 해요.,,,,,,,,,,,,,,,
7471,가: 아버지가 뭐라고 하셔도 저는 이 결혼 꼭 해야 하겠습니다.,나: 이런 불효막심한 놈 같으니!,,,,,,,,,,,,,,,
7472,가: 저 사람 어디서 본 사람 같아.,나: 그래? 어디서 만난 것 같으니?,,,,,,,,,,,,,,,
7473,가: 형. 나 과자 한 개만 주라.,나: 하나는 너무 적으니까 세 개 줄게.,,,,,,,,,,,,,,,
7474,가: 너 육 개월 후에 유학 간다면서?,"나: 응, 반년이면 준비 끝내고 떠날 수 있을 것 같아.",,,,,,,,,,,,,,,
7475,가: 거기에 있는 서류 좀 주실래요?,나: 이거요?,,,,,,,,,,,,,,,
7476,가: 저 내일 부산에 가요.,나: 거기는 무슨 일로 가세요?,,,,,,,,,,,,,,,
7477,가: 너 꼭 남자 친구하고 헤어져야겠어?,나: 내가 거기까지 생각했을 때는 그럴 만한 이유가 있는 거야.,,,,,,,,,,,,,,,
7478,"가: 거기, 잠깐 이리 좀 와 봐.",나: 저 말입니까?,,,,,,,,,,,,,,,
7479,가: 고향에는 자주 가는 편이에요?,나: 아니요. 서울에서 거리가 너무 멀어서요.,,,,,,,,,,,,,,,
7480,가: 저는 회사 동료들과 따로 자주 만나는데 지수 씨는 어때요?,나: 저는 동료들과 적당히 거리를 두고 지내는 편이에요.,,,,,,,,,,,,,,,
7481,가: 너는 남편과 부부 싸움을 거의 안 한다면서. 어떻게 그럴 수가 있어?,나: 신혼 때에는 사소한 차이로도 자주 다퉜지만 이제는 서로의 생각에 거리가 있다는 것을 인정하기로 했어.,,,,,,,,,,,,,,,
7482,가: 이번 안건에 대해서는 대부분의 회원들이 같은 생각인 것 같소.,나: 그럼 거의가 동의하신 걸로 알고 넘어가겠습니다.,,,,,,,,,,,,,,,
7483,가: 문제 두 개만 더 풀면 숙제는 끝이야!,나: 거의 다 했네.,,,,,,,,,,,,,,,
7484,가: 지수랑 민준이랑 사귄다는 거 정말이야?,나: 거의 확실한 것 같아.,,,,,,,,,,,,,,,
7485,"가: 어머니, 머리에 새치가 많이 나셨네요.",나: 그렇구나. 검은색으로 염색을 해야겠다.,,,,,,,,,,,,,,,
7486,가: 여기 검정으로 칠한 부분은 뭘 그린 거니?,나: 그 부분은 밤하늘이라서 까맣게 칠했어요.,,,,,,,,,,,,,,,
7487,가: 편지를 보내려고 하는데 우표는 어디에 붙여야 하나요?,나: 봉투의 겉 한 쪽에 붙이면 됩니다.,,,,,,,,,,,,,,,
7488,가: 어제 너무 아파서 아무것도 못 먹고 하루 종일 누워만 있었어.,나: 정말? 겉만 봐서는 멀쩡한 것 같은데? 대체 어디가 아팠던 거야?,,,,,,,,,,,,,,,
7489,가: 넌 어떤 계절이 좋아?,나: 난 추운 겨울 빼고 다 좋아.,,,,,,,,,,,,,,,
7490,가: 어제도 비가 내리더니 오늘도 계속이네요.,나: 그러게요. 내일은 비가 좀 그쳤으면 좋겠어요.,,,,,,,,,,,,,,,
7491,가: 금강산 관광이 중단됐다면서요?,"나: 네, 언제 다시 계속이 될지는 불투명하다고 해요.",,,,,,,,,,,,,,,
7492,가: 형한테 전화해서 집에 일찍 들어올 수 있냐고 물어봐라.,나: 아까부터 계속 전화를 했는데 안 받아요.,,,,,,,,,,,,,,,
7493,"가: 선희야, 나 좀 먼저 도와주고 하던 일 계속 이어서 하면 안 될까?","나: 응, 잠깐은 도와줄 수 있어.",,,,,,,,,,,,,,,
7494,가: 너는 어떤 계절이 제일 좋아?,나: 난 눈이 많이 오는 겨울이 좋아.,,,,,,,,,,,,,,,
7495,가: 요즘 햇빛이 너무 강하다.,"나: 응, 여름은 태양의 계절이잖아.",,,,,,,,,,,,,,,
7496,가: 퇴직 후에는 뭘 할 생각인가?,나: 고향으로 돌아가 작은 밭을 가꾸면서 살까 해.,,,,,,,,,,,,,,,
7497,"가: 제인 씨, 미국에서만 지내다가 어머니의 나라를 찾은 소감이 어때요?",나: 한국은 항상 마음의 고향이라고 생각해 왔기 때문에 정말 반갑고 기쁩니다.,,,,,,,,,,,,,,,
7498,"가: 지수야, 이번 방학 때 미국으로 여행 간다면서?","나: 응, 재즈를 좋아해서 재즈의 고향인 미국으로 가려고.",,,,,,,,,,,,,,,
7499,가: 도대체 자네 지금 어딘가?,나: 지금 곧 갑니다. 조금만 기다려 주십시오.,,,,,,,,,,,,,,,
7500,가: 저는 곧 내리니 여기에 앉으세요.,"나: 고마워요, 젊은이.",,,,,,,,,,,,,,,
7501,가: 승규 표정이 안 좋던데 이번 일로 화난 거 아니겠지?,나: 승규가 웃지 않는다는 것은 곧 그가 지금 화가 많이 났다는 뜻이야.,,,,,,,,,,,,,,,
